Client Order ID,Instrument,Side,Quantity,Price
o007739,Lotus,2,550,11.0
o007740,Lotus,2,610,17.0
o007741,Tulip,1,660,16.5
o007742,Orchid,2,860,10.0
o007743,Lotus,2,940,19.0
o007744,Tulip,2,860,16.0
o007745,Orchid,1,910,19.5
o007746,Rose,2,920,12.0
o007747,Lotus,2,440,19.5
o007748,Orchid,2,30,18.0
o007749,Orchid,1,360,12.5
o007750,Lavender,1,10,12.5
o007751,Orchid,1,640,16.5
o007752,Lotus,1,410,14.0
o007753,Tulip,1,800,18.5
o007754,Tulip,1,200,11.0
o007755,Lotus,1,460,11.0
o007756,Lavender,1,690,16.0
o007757,Tulip,1,400,17.5
o007758,Lotus,2,320,13.0
o007759,Orchid,1,330,17.0
o007760,Orchid,2,220,14.0
o007761,Tulip,2,390,12.0
o007762,Rose,1,420,19.5
o007763,Lotus,2,140,10.0
o007764,Lavender,1,650,17.5
o007765,Lavender,2,110,18.5
o007766,Tulip,2,400,17.5
o007767,Tulip,2,130,13.0
o007768,Rose,1,470,11.0
o007769,Orchid,1,20,12.0
o007770,Lotus,2,260,14.0
o007771,Tulip,2,690,11.0
o007772,Lotus,1,800,18.0
o007773,Orchid,2,820,12.5
o007774,Rose,2,710,19.5
o007775,Lotus,2,800,19.5
o007776,Rose,2,910,11.0
o007777,Lavender,2,430,15.5
o007778,Orchid,1,490,17.0
o007779,Lotus,1,280,18.5
o007780,Lavender,1,760,13.5
o007781,Lotus,1,710,10.5
o007782,Rose,1,690,11.0
o007783,Lotus,2,250,14.0
o007784,Lavender,1,400,12.5
o007785,Rose,2,740,17.0
o007786,Lavender,1,760,11.5
o007787,Lavender,1,660,15.0
o007788,Lavender,2,250,14.5
o007789,Rose,1,380,16.0
o007790,Rose,1,320,11.0
o007791,Lotus,2,470,13.0
o007792,Rose,1,420,13.5
o007793,Rose,1,80,14.5
o007794,Lotus,1,580,17.0
o007795,Orchid,1,860,11.5
o007796,Rose,2,470,19.5
o007797,Orchid,2,850,15.0
o007798,Lotus,2,530,16.5
o007799,Lavender,2,420,14.5
o007800,Rose,1,770,19.0
o007801,Rose,1,530,19.5
o007802,Orchid,2,440,12.0
o007803,Rose,2,400,11.0
o007804,Orchid,1,30,16.5
o007805,Rose,2,830,16.0
o007806,Orchid,1,30,10.5
o007807,Orchid,1,210,14.0
o007808,Lavender,1,520,18.5
o007809,Lavender,2,650,12.0
o007810,Lavender,1,820,17.5
o007811,Lotus,2,220,16.0
o007812,Orchid,2,190,10.0
o007813,Orchid,1,810,14.0
o007814,Tulip,1,960,10.0
o007815,Rose,2,730,13.5
o007816,Lavender,2,640,12.0
o007817,Lavender,2,70,13.0
o007818,Lavender,1,40,10.5
o007819,Tulip,2,720,15.0
o007820,Orchid,2,950,12.0
o007821,Lotus,1,720,17.0
o007822,Rose,1,790,15.5
o007823,Rose,2,430,12.5
o007824,Rose,2,870,18.0
o007825,Rose,1,810,18.0
o007826,Tulip,1,490,10.5
o007827,Lotus,1,230,12.5
o007828,Lotus,1,540,15.5
o007829,Lotus,2,340,17.0
o007830,Tulip,2,60,19.0
o007831,Rose,2,110,18.0
o007832,Orchid,2,560,16.0
o007833,Lotus,1,50,11.5
o007834,Tulip,2,810,15.5
o007835,Tulip,1,290,18.0
o007836,Orchid,2,680,18.0
o007837,Orchid,2,940,16.0
o007838,Lotus,2,900,19.5
o007839,Orchid,1,100,13.0
o007840,Tulip,1,540,12.0
o007841,Lavender,1,120,11.5
o007842,Lavender,2,20,14.0
o007843,Tulip,2,860,17.0
o007844,Rose,1,280,18.0
o007845,Rose,1,430,11.5
o007846,Lotus,2,940,13.5
o007847,Orchid,1,920,19.0
o007848,Lotus,2,100,19.0
o007849,Rose,2,590,19.0
o007850,Rose,2,300,14.5
o007851,Tulip,1,720,13.5
o007852,Orchid,2,120,16.5
o007853,Tulip,1,820,10.5
o007854,Orchid,2,940,13.5
o007855,Lavender,2,640,10.0
o007856,Orchid,2,660,18.0
o007857,Tulip,2,430,16.0
o007858,Lavender,1,480,18.5
o007859,Lavender,1,680,12.5
o007860,Orchid,1,980,11.5
o007861,Orchid,1,200,13.5
o007862,Lotus,1,60,16.5
o007863,Orchid,2,550,18.5
o007864,Lotus,2,630,16.5
o007865,Tulip,1,790,16.0
o007866,Lotus,2,710,13.5
o007867,Tulip,2,940,14.0
o007868,Orchid,2,740,17.5
o007869,Lotus,1,110,13.5
o007870,Lotus,1,110,17.5
o007871,Lotus,2,880,15.0
o007872,Orchid,1,650,19.5
o007873,Tulip,2,690,17.0
o007874,Lotus,1,880,11.0
o007875,Lotus,2,880,12.5
o007876,Tulip,2,420,11.5
o007877,Rose,2,550,14.0
o007878,Lotus,1,350,19.5
o007879,Tulip,2,410,11.0
o007880,Lotus,2,400,11.5
o007881,Orchid,2,570,18.0
o007882,Orchid,2,310,10.0
o007883,Rose,1,450,18.0
o007884,Lavender,1,150,16.0
o007885,Lavender,1,110,15.0
o007886,Orchid,2,840,12.0
o007887,Lavender,2,190,12.0
o007888,Orchid,2,980,18.5
o007889,Lavender,2,990,19.5
o007890,Lavender,2,490,16.5
o007891,Orchid,1,730,18.0
o007892,Lotus,2,840,10.5
o007893,Rose,1,360,10.0
o007894,Lavender,1,390,18.5
o007895,Rose,1,430,13.5
o007896,Tulip,1,480,18.0
o007897,Tulip,2,960,17.5
o007898,Rose,2,420,14.0
o007899,Lotus,2,30,15.5
o007900,Lavender,1,510,10.5
o007901,Orchid,2,630,14.0
o007902,Tulip,1,640,12.0
o007903,Rose,2,960,13.0
o007904,Tulip,2,800,19.0
o007905,Rose,1,770,12.0
o007906,Orchid,2,530,17.0
o007907,Lavender,2,950,10.5
o007908,Lavender,1,460,15.0
o007909,Lavender,1,30,17.5
o007910,Tulip,2,410,18.5
o007911,Lavender,1,210,16.0
o007912,Lavender,2,340,13.0
o007913,Orchid,2,510,17.5
o007914,Orchid,2,370,16.0
o007915,Rose,2,720,19.5
o007916,Rose,2,440,11.0
o007917,Orchid,1,780,18.0
o007918,Rose,2,620,15.5
o007919,Lotus,1,200,19.0
o007920,Lotus,2,130,14.5
o007921,Orchid,1,440,13.0
o007922,Rose,2,360,19.5
o007923,Orchid,1,670,13.5
o007924,Orchid,2,850,19.0
o007925,Tulip,2,570,17.0
o007926,Tulip,2,490,15.0
o007927,Orchid,1,620,10.0
o007928,Lotus,2,390,19.5
o007929,Lotus,1,820,14.5
o007930,Lavender,2,690,17.5
o007931,Tulip,1,440,16.5
o007932,Orchid,1,190,10.0
o007933,Orchid,2,990,19.5
o007934,Rose,2,520,13.5
o007935,Lotus,1,450,13.0
o007936,Lotus,2,600,11.5
o007937,Rose,1,150,11.5
o007938,Lotus,2,600,17.0
o007939,Lavender,2,790,14.0
o007940,Lavender,1,850,14.0
o007941,Orchid,2,180,12.5
o007942,Lotus,2,600,18.0
o007943,Lotus,2,330,11.5
o007944,Lavender,2,350,17.5
o007945,Lotus,1,510,18.5
o007946,Lotus,2,600,13.0
o007947,Orchid,2,200,13.5
o007948,Lavender,2,480,15.5
o007949,Orchid,1,1000,19.0
o007950,Lotus,2,960,19.5
o007951,Lotus,2,470,18.0
o007952,Rose,2,520,10.5
o007953,Lavender,2,810,11.5
o007954,Lavender,2,220,13.5
o007955,Lavender,2,570,10.0
o007956,Lotus,1,600,11.5
o007957,Lotus,2,760,17.0
o007958,Rose,2,940,17.5
o007959,Orchid,2,930,13.5
o007960,Lotus,1,720,15.5
o007961,Lotus,2,60,18.0
o007962,Lavender,2,370,15.5
o007963,Tulip,1,160,17.0
o007964,Rose,1,780,16.0
o007965,Rose,1,100,17.0
o007966,Lotus,1,850,10.5
o007967,Rose,2,960,10.5
o007968,Tulip,2,740,14.0
o007969,Orchid,1,630,18.5
o007970,Tulip,1,680,15.0
o007971,Lotus,1,510,12.0
o007972,Rose,2,750,13.5
o007973,Orchid,2,570,16.0
o007974,Lavender,2,260,16.5
o007975,Tulip,1,480,15.5
o007976,Orchid,2,60,17.5
o007977,Rose,2,170,12.0
o007978,Orchid,1,350,11.0
o007979,Lavender,1,450,11.5
o007980,Lavender,1,100,14.0
o007981,Lavender,1,780,17.0
o007982,Lotus,1,640,14.5
o007983,Orchid,1,560,16.0
o007984,Lavender,2,620,19.0
o007985,Tulip,2,990,11.0
o007986,Lotus,1,260,10.0
o007987,Rose,2,870,13.5
o007988,Lotus,2,470,18.5
o007989,Lavender,2,40,18.0
o007990,Lavender,2,240,16.5
o007991,Lavender,2,760,14.0
o007992,Rose,1,650,18.0
o007993,Tulip,2,750,11.5
o007994,Rose,1,870,12.0
o007995,Lavender,1,100,14.0
o007996,Lavender,2,210,16.0
o007997,Rose,1,750,17.5
o007998,Orchid,1,430,19.5
o007999,Lotus,2,980,15.0
o008000,Tulip,2,810,14.0
o008001,Tulip,2,900,13.0
o008002,Lavender,2,880,15.0
o008003,Lotus,2,100,11.5
o008004,Orchid,1,990,18.5
o008005,Lotus,1,280,16.0
o008006,Tulip,1,660,10.0
o008007,Lotus,1,80,13.0
o008008,Orchid,1,890,19.0
o008009,Lavender,2,930,16.5
o008010,Orchid,2,1000,11.5
o008011,Orchid,2,640,11.0
o008012,Lotus,2,860,12.0
o008013,Lavender,1,100,14.0
o008014,Orchid,1,260,13.5
o008015,Lotus,2,80,11.5
o008016,Rose,1,570,12.5
o008017,Orchid,1,500,10.0
o008018,Lavender,1,660,17.5
o008019,Tulip,2,600,17.5
o008020,Rose,1,540,17.5
o008021,Tulip,1,700,13.5
o008022,Tulip,2,190,19.5
o008023,Lotus,1,620,16.5
o008024,Tulip,1,820,16.5
o008025,Lavender,1,640,12.0
o008026,Rose,2,700,18.0
o008027,Orchid,2,720,10.5
o008028,Lotus,1,650,16.0
o008029,Orchid,1,60,13.5
o008030,Lavender,2,390,15.0
o008031,Tulip,2,790,16.5
o008032,Tulip,2,140,19.0
o008033,Orchid,1,520,10.5
o008034,Lotus,1,780,10.0
o008035,Tulip,2,730,10.5
o008036,Orchid,2,830,10.0
o008037,Lavender,2,170,15.0
o008038,Rose,2,880,10.5
o008039,Rose,1,950,15.5
o008040,Orchid,1,250,16.0
o008041,Orchid,1,750,16.0
o008042,Tulip,1,600,14.0
o008043,Lavender,1,430,13.5
o008044,Rose,1,820,16.0
o008045,Lavender,2,220,16.0
o008046,Rose,1,230,11.5
o008047,Tulip,1,710,18.0
o008048,Tulip,2,360,18.0
o008049,Rose,1,780,13.5
o008050,Lavender,2,700,13.5
o008051,Orchid,2,250,19.5
o008052,Rose,1,530,15.5
o008053,Tulip,1,420,11.0
o008054,Tulip,2,440,14.0
o008055,Tulip,1,990,15.5
o008056,Rose,1,210,11.0
o008057,Lotus,1,980,11.0
o008058,Lavender,1,250,11.0
o008059,Orchid,2,480,18.0
o008060,Orchid,2,730,19.0
o008061,Rose,1,440,19.5
o008062,Tulip,1,640,17.5
o008063,Rose,2,900,10.0
o008064,Lavender,1,450,16.5
o008065,Orchid,2,80,19.0
o008066,Lotus,1,170,14.0
o008067,Tulip,1,430,11.0
o008068,Tulip,2,700,13.5
o008069,Orchid,2,270,13.5
o008070,Tulip,2,720,14.0
o008071,Rose,2,980,16.0
o008072,Tulip,2,860,16.5
o008073,Rose,1,500,14.0
o008074,Lavender,2,420,19.0
o008075,Tulip,1,110,17.5
o008076,Lavender,1,300,13.5
o008077,Lavender,2,750,16.5
o008078,Tulip,2,970,17.5
o008079,Lotus,2,150,10.0
o008080,Lotus,2,690,10.5
o008081,Orchid,2,900,17.0
o008082,Lavender,1,700,11.0
o008083,Lotus,2,30,15.0
o008084,Lotus,1,620,10.5
o008085,Tulip,2,750,14.5
o008086,Tulip,2,160,11.5
o008087,Rose,1,620,19.0
o008088,Tulip,2,400,17.0
o008089,Lotus,2,870,15.5
o008090,Tulip,2,600,12.0
o008091,Orchid,2,200,12.5
o008092,Tulip,1,380,18.0
o008093,Lotus,2,880,10.0
o008094,Lavender,1,780,18.0
o008095,Lotus,2,680,15.5
o008096,Tulip,1,560,16.0
o008097,Orchid,1,840,16.5
o008098,Rose,1,670,12.0
o008099,Tulip,2,50,19.5
o008100,Tulip,2,590,17.0
o008101,Orchid,2,600,10.5
o008102,Lavender,2,190,16.0
o008103,Lavender,2,600,19.0
o008104,Lavender,2,90,11.0
o008105,Rose,2,980,13.5
o008106,Lotus,1,170,18.5
o008107,Orchid,2,230,12.5
o008108,Rose,2,700,12.5
o008109,Lotus,1,210,13.5
o008110,Lavender,1,70,12.0
o008111,Lavender,1,330,14.0
o008112,Tulip,1,520,10.0
o008113,Tulip,2,910,13.5
o008114,Rose,2,790,15.5
o008115,Lavender,1,440,17.0
o008116,Orchid,2,420,12.0
o008117,Orchid,2,120,12.0
o008118,Orchid,2,320,17.5
o008119,Rose,1,490,14.0
o008120,Lotus,2,370,18.5
o008121,Tulip,2,320,11.5
o008122,Rose,1,330,12.5
o008123,Lotus,2,400,12.0
o008124,Orchid,1,420,13.5
o008125,Tulip,2,980,14.5
o008126,Lavender,2,430,10.0
o008127,Tulip,2,710,18.0
o008128,Tulip,2,40,12.5
o008129,Rose,1,930,19.0
o008130,Lavender,1,160,13.5
o008131,Rose,2,50,11.0
o008132,Orchid,2,720,16.0
o008133,Tulip,1,760,19.0
o008134,Lavender,2,730,18.0
o008135,Tulip,1,670,17.5
o008136,Lavender,1,330,12.5
o008137,Lotus,2,530,12.5
o008138,Orchid,1,610,19.0
o008139,Tulip,2,390,11.5
o008140,Tulip,1,310,13.0
o008141,Lavender,1,610,10.0
o008142,Rose,2,110,10.5
o008143,Lavender,2,400,15.0
o008144,Rose,1,30,12.0
o008145,Lavender,1,110,17.5
o008146,Lotus,2,470,14.0
o008147,Rose,2,360,18.0
o008148,Tulip,1,850,11.0
o008149,Rose,2,520,16.5
o008150,Lavender,2,410,10.0
o008151,Rose,2,220,16.0
o008152,Orchid,2,330,14.0
o008153,Lavender,1,300,16.0
o008154,Rose,2,690,15.0
o008155,Lotus,1,260,10.0
o008156,Orchid,2,650,17.5
o008157,Lavender,1,890,18.5
o008158,Lavender,2,690,10.0
o008159,Tulip,1,120,14.0
o008160,Lotus,2,770,12.0
o008161,Lavender,1,520,17.5
o008162,Rose,2,950,18.5
o008163,Lotus,1,800,17.0
o008164,Rose,1,470,10.5
o008165,Rose,2,640,19.5
o008166,Tulip,1,40,19.5
o008167,Lavender,2,100,19.0
o008168,Lavender,1,160,18.5
o008169,Lavender,2,170,13.5
o008170,Lavender,1,730,17.0
o008171,Rose,2,740,13.0
o008172,Tulip,2,650,12.5
o008173,Orchid,1,440,18.5
o008174,Lotus,2,160,11.0
o008175,Tulip,1,780,17.0
o008176,Rose,2,770,12.5
o008177,Rose,2,430,17.0
o008178,Lotus,1,400,12.5
o008179,Lotus,2,310,19.0
o008180,Tulip,1,500,12.0
o008181,Lotus,1,670,18.5
o008182,Lavender,1,230,14.5
o008183,Orchid,2,940,17.0
o008184,Lavender,2,910,17.0
o008185,Tulip,1,970,14.0
o008186,Lotus,1,820,14.5
o008187,Lavender,2,390,19.5
o008188,Tulip,2,220,19.5
o008189,Tulip,2,610,11.5
o008190,Lotus,2,970,14.5
o008191,Lavender,1,210,19.5
o008192,Orchid,1,980,13.5
o008193,Lotus,1,830,14.5
o008194,Lavender,2,610,19.0
o008195,Tulip,1,810,10.0
o008196,Rose,2,20,19.5
o008197,Rose,2,900,15.5
o008198,Tulip,1,620,16.5
o008199,Lavender,2,220,16.0
o008200,Tulip,1,170,15.5
o008201,Lotus,1,50,13.5
o008202,Tulip,1,70,19.5
o008203,Rose,2,810,10.5
o008204,Rose,2,190,17.0
o008205,Lavender,1,910,11.5
o008206,Tulip,1,240,16.0
o008207,Lotus,1,340,17.5
o008208,Lotus,2,740,10.0
o008209,Rose,1,670,14.0
o008210,Lavender,1,280,15.0
o008211,Orchid,2,580,14.5
o008212,Lavender,1,740,18.5
o008213,Lavender,2,790,16.5
o008214,Tulip,2,620,11.0
o008215,Lotus,1,770,10.0
o008216,Lavender,1,560,12.5
o008217,Lotus,2,940,13.5
o008218,Tulip,2,20,10.5
o008219,Lavender,1,780,19.0
o008220,Rose,1,910,10.5
o008221,Tulip,2,590,16.5
o008222,Rose,2,390,12.0
o008223,Tulip,2,320,15.0
o008224,Lotus,2,850,10.5
o008225,Lotus,1,830,13.5
o008226,Rose,2,800,17.5
o008227,Orchid,1,930,10.5
o008228,Tulip,2,470,14.0
o008229,Orchid,1,800,13.0
o008230,Lotus,1,880,19.0
o008231,Tulip,1,360,15.0
o008232,Lavender,1,890,15.5
o008233,Lavender,2,720,13.5
o008234,Lotus,2,260,13.5
o008235,Orchid,1,290,13.5
o008236,Rose,2,300,14.0
o008237,Lotus,1,810,13.0
o008238,Rose,1,300,16.5
o008239,Lotus,1,230,12.0
o008240,Lotus,2,330,10.0
o008241,Orchid,2,250,17.0
o008242,Lavender,1,310,13.5
o008243,Lotus,1,420,11.0
o008244,Tulip,1,170,13.5
o008245,Lavender,2,130,10.0
o008246,Tulip,1,470,15.5
o008247,Lotus,2,70,19.0
o008248,Lotus,1,350,12.0
o008249,Lavender,2,440,16.0
o008250,Lotus,1,110,19.0
o008251,Orchid,1,480,15.5
o008252,Rose,1,420,13.5
o008253,Orchid,1,630,18.0
o008254,Rose,1,320,15.5
o008255,Rose,2,920,13.5
o008256,Lotus,2,980,11.0
o008257,Orchid,2,150,15.0
o008258,Tulip,2,460,17.5
o008259,Rose,2,560,13.5
o008260,Lavender,1,360,16.5
o008261,Lavender,1,560,11.5
o008262,Tulip,1,100,18.5
o008263,Lotus,2,310,15.0
o008264,Lavender,1,1000,10.0
o008265,Tulip,2,100,15.0
o008266,Rose,2,200,10.5
o008267,Lotus,2,650,15.5
o008268,Tulip,2,590,11.0
o008269,Lotus,1,880,13.0
o008270,Tulip,1,650,10.5
o008271,Orchid,1,140,10.5
o008272,Rose,2,980,16.5
o008273,Rose,1,940,13.0
o008274,Orchid,1,630,18.0
o008275,Orchid,1,690,19.5
o008276,Lavender,1,360,16.0
o008277,Rose,2,320,18.5
o008278,Orchid,1,530,18.0
o008279,Tulip,2,120,18.0
o008280,Lotus,2,770,10.5
o008281,Lotus,1,850,19.0
o008282,Tulip,2,520,18.5
o008283,Orchid,1,490,17.5
o008284,Lavender,1,20,17.5
o008285,Lavender,2,210,10.0
o008286,Orchid,1,870,14.5
o008287,Tulip,1,810,13.0
o008288,Tulip,1,460,16.5
o008289,Lotus,1,600,18.0
o008290,Lavender,1,690,13.5
o008291,Rose,2,780,17.0
o008292,Orchid,2,140,14.0
o008293,Lotus,2,780,18.5
o008294,Lavender,2,600,11.0
o008295,Lotus,2,620,14.0
o008296,Orchid,1,560,16.0
o008297,Orchid,2,580,15.5
o008298,Rose,2,980,17.5
o008299,Rose,1,550,14.5
o008300,Lotus,2,60,15.5
o008301,Orchid,2,520,13.0
o008302,Lotus,1,970,11.0
o008303,Orchid,1,810,17.0
o008304,Lavender,1,30,10.5
o008305,Lavender,2,680,15.5
o008306,Tulip,2,980,13.0
o008307,Lavender,2,910,17.5
o008308,Tulip,1,30,13.0
o008309,Rose,2,640,18.5
o008310,Tulip,1,760,12.5
o008311,Tulip,1,480,14.5
o008312,Orchid,2,870,12.0
o008313,Rose,1,190,14.0
o008314,Rose,1,480,14.5
o008315,Lotus,2,40,10.5
o008316,Lotus,2,760,10.5
o008317,Orchid,1,860,19.0
o008318,Orchid,1,730,17.5
o008319,Tulip,2,310,18.0
o008320,Orchid,2,180,14.5
o008321,Tulip,1,510,13.0
o008322,Rose,1,990,14.5
o008323,Lavender,1,990,10.5
o008324,Rose,1,750,11.0
o008325,Lotus,1,410,12.5
o008326,Orchid,2,800,13.5
o008327,Rose,2,890,14.0
o008328,Rose,2,730,19.0
o008329,Tulip,2,350,16.5
o008330,Tulip,1,660,19.5
o008331,Tulip,1,460,11.5
o008332,Orchid,2,210,12.0
o008333,Lotus,1,580,15.0
o008334,Tulip,1,10,12.5
o008335,Lavender,1,50,12.0
o008336,Lavender,2,50,15.5
o008337,Tulip,2,580,11.5
o008338,Lavender,2,110,15.5
o008339,Orchid,1,340,11.5
o008340,Orchid,1,990,18.0
o008341,Rose,2,90,16.5
o008342,Tulip,2,60,18.5
o008343,Rose,1,280,19.0
o008344,Lavender,2,680,18.5
o008345,Lotus,2,630,19.5
o008346,Rose,2,250,16.5
o008347,Rose,2,180,17.5
o008348,Tulip,2,710,14.5
o008349,Lotus,2,200,10.0
o008350,Lavender,1,340,18.5
o008351,Lavender,2,690,18.5
o008352,Tulip,1,930,11.0
o008353,Lavender,2,310,17.0
o008354,Rose,2,470,10.5
o008355,Lavender,1,150,18.5
o008356,Rose,1,490,16.0
o008357,Orchid,1,340,11.5
o008358,Orchid,1,860,19.0
o008359,Tulip,1,500,11.0
o008360,Rose,2,590,11.0
o008361,Orchid,1,140,19.0
o008362,Orchid,1,940,15.0
o008363,Tulip,1,390,17.5
o008364,Tulip,1,380,11.0
o008365,Rose,1,340,11.0
o008366,Lotus,1,260,11.0
o008367,Orchid,1,150,18.5
o008368,Rose,2,20,15.0
o008369,Rose,1,210,15.0
o008370,Rose,2,760,10.0
o008371,Lotus,2,580,10.5
o008372,Orchid,2,540,10.0
o008373,Orchid,2,70,16.0
o008374,Tulip,1,380,18.0
o008375,Tulip,1,90,10.0
o008376,Lavender,1,340,15.5
o008377,Tulip,2,410,17.5
o008378,Lavender,1,590,15.0
o008379,Tulip,2,70,17.0
o008380,Lotus,1,290,13.0
o008381,Tulip,2,340,19.5
o008382,Orchid,2,10,19.5
o008383,Lavender,1,780,11.5
o008384,Lavender,2,960,19.5
o008385,Lotus,1,240,16.0
o008386,Lotus,1,10,16.0
o008387,Rose,1,220,16.5
o008388,Tulip,2,300,11.0
o008389,Orchid,1,450,17.5
o008390,Tulip,1,120,10.5
o008391,Rose,1,690,19.5
o008392,Tulip,2,380,16.5
o008393,Rose,1,420,13.5
o008394,Tulip,1,500,14.5
o008395,Rose,1,360,17.0
o008396,Lotus,2,600,19.5
o008397,Lotus,2,1000,19.0
o008398,Orchid,2,660,14.0
o008399,Orchid,1,600,10.0
o008400,Lavender,2,140,10.0
o008401,Rose,2,600,10.0
o008402,Rose,2,630,13.5
o008403,Tulip,2,740,14.5
o008404,Orchid,1,260,10.5
o008405,Tulip,1,150,11.0
o008406,Tulip,1,740,16.5
o008407,Rose,1,360,19.5
o008408,Rose,1,120,14.0
o008409,Lotus,2,120,15.5
o008410,Lotus,2,580,14.0
o008411,Lavender,1,300,18.0
o008412,Lotus,2,900,15.0
o008413,Lotus,1,300,19.0
o008414,Rose,2,1000,10.0
o008415,Lavender,1,470,13.5
o008416,Rose,1,400,19.5
o008417,Orchid,1,500,16.0
o008418,Lotus,1,930,16.0
o008419,Rose,2,830,17.0
o008420,Lavender,1,590,13.0
o008421,Orchid,2,980,16.5
o008422,Lavender,2,650,17.5
o008423,Lavender,1,960,18.5
o008424,Lotus,2,430,13.5
o008425,Orchid,1,620,16.0
o008426,Orchid,2,850,11.0
o008427,Lotus,1,310,14.0
o008428,Orchid,1,160,17.5
o008429,Orchid,2,570,10.5
o008430,Tulip,1,470,15.5
o008431,Orchid,1,620,13.5
o008432,Lotus,2,780,12.0
o008433,Rose,1,500,12.0
o008434,Lotus,1,510,19.0
o008435,Orchid,1,480,14.0
o008436,Tulip,2,520,13.0
o008437,Orchid,2,20,11.5
o008438,Lotus,2,470,17.5
o008439,Rose,1,770,13.5
o008440,Lotus,1,610,11.5
o008441,Orchid,2,510,19.0
o008442,Lavender,2,420,12.0
o008443,Orchid,1,430,10.0
o008444,Orchid,1,500,10.5
o008445,Rose,1,860,11.0
o008446,Rose,1,110,15.0
o008447,Tulip,1,540,11.0
o008448,Orchid,2,250,18.5
o008449,Lotus,2,990,19.5
o008450,Orchid,1,180,11.0
o008451,Lavender,1,70,18.5
o008452,Orchid,1,840,13.0
o008453,Orchid,2,860,16.0
o008454,Orchid,1,980,18.5
o008455,Tulip,2,170,13.0
o008456,Lavender,1,80,14.0
o008457,Lotus,1,640,17.0
o008458,Lavender,2,470,15.0
o008459,Tulip,1,780,12.0
o008460,Lavender,1,990,18.0
o008461,Orchid,1,180,10.0
o008462,Tulip,1,970,11.0
o008463,Orchid,2,370,11.5
o008464,Tulip,2,90,13.5
o008465,Rose,1,250,16.5
o008466,Lotus,1,890,16.5
o008467,Orchid,1,550,18.0
o008468,Lavender,2,810,19.5
o008469,Orchid,1,530,17.0
o008470,Tulip,2,20,13.5
o008471,Lavender,1,740,11.0
o008472,Orchid,1,850,12.5
o008473,Lotus,1,690,12.0
o008474,Tulip,2,140,12.5
o008475,Tulip,1,600,19.0
o008476,Lotus,2,220,12.5
o008477,Lotus,1,790,16.5
o008478,Lotus,2,390,18.0
o008479,Lotus,1,960,16.5
o008480,Orchid,2,650,11.5
o008481,Rose,1,400,13.5
o008482,Lavender,1,550,14.0
o008483,Rose,1,420,18.5
o008484,Tulip,2,110,15.0
o008485,Lotus,2,770,10.5
o008486,Tulip,1,1000,17.5
o008487,Orchid,2,790,10.5
o008488,Lavender,2,740,11.5
o008489,Lavender,1,920,14.0
o008490,Tulip,1,600,12.5
o008491,Rose,2,230,16.0
o008492,Tulip,1,280,12.0
o008493,Lavender,2,660,14.5
o008494,Rose,1,230,19.5
o008495,Lotus,2,850,19.5
o008496,Orchid,2,600,13.5
o008497,Tulip,1,780,15.5
o008498,Tulip,2,980,15.5
o008499,Rose,1,330,17.0
o008500,Lotus,1,100,11.0
o008501,Tulip,1,510,17.0
o008502,Rose,1,910,18.0
o008503,Tulip,1,460,16.0
o008504,Tulip,2,140,11.5
o008505,Lavender,2,720,14.5
o008506,Lavender,1,270,10.0
o008507,Rose,1,470,16.0
o008508,Lavender,1,960,18.0
o008509,Lavender,1,810,14.0
o008510,Orchid,1,660,17.0
o008511,Lavender,1,150,10.5
o008512,Tulip,1,110,12.5
o008513,Tulip,1,920,16.5
o008514,Lotus,2,700,15.5
o008515,Lavender,1,10,17.5
o008516,Lavender,1,90,19.5
o008517,Tulip,1,710,14.5
o008518,Lavender,2,330,11.0
o008519,Tulip,1,630,19.5
o008520,Tulip,1,810,16.0
o008521,Lotus,1,210,19.5
o008522,Lotus,2,430,11.0
o008523,Rose,1,470,11.0
o008524,Rose,1,800,14.5
o008525,Orchid,2,910,12.0
o008526,Lavender,2,230,13.0
o008527,Rose,1,270,16.5
o008528,Rose,2,180,12.0
o008529,Lavender,2,50,12.0
o008530,Orchid,1,10,13.0
o008531,Lotus,1,820,14.0
o008532,Lavender,2,430,13.0
o008533,Orchid,1,560,19.0
o008534,Lavender,1,780,11.5
o008535,Tulip,2,290,11.5
o008536,Tulip,2,790,16.0
o008537,Orchid,2,940,14.5
o008538,Rose,1,270,10.0
o008539,Lotus,2,360,14.0
o008540,Rose,1,500,11.5
o008541,Tulip,2,340,19.0
o008542,Tulip,1,40,18.5
o008543,Lotus,2,950,15.0
o008544,Orchid,1,130,15.0
o008545,Rose,2,530,14.5
o008546,Lavender,2,890,12.5
o008547,Orchid,1,760,12.0
o008548,Lotus,1,160,15.5
o008549,Rose,2,30,19.5
o008550,Tulip,2,130,13.0
o008551,Rose,2,210,15.0
o008552,Lotus,1,900,13.5
o008553,Lavender,1,850,18.5
o008554,Rose,2,650,18.5
o008555,Lavender,2,830,17.0
o008556,Lotus,1,450,14.0
o008557,Rose,2,640,16.0
o008558,Lavender,2,960,13.0
o008559,Orchid,2,60,11.5
o008560,Rose,1,430,12.5
o008561,Lotus,2,650,16.5
o008562,Lavender,2,580,18.5
o008563,Orchid,1,520,10.5
o008564,Lavender,1,570,14.0
o008565,Orchid,1,310,10.0
o008566,Lotus,2,690,18.0
o008567,Rose,2,160,18.5
o008568,Tulip,1,400,12.0
o008569,Lavender,1,480,15.0
